Index,Ovr,Gen,Div,Name,#,AG,Country,Swim,Bike,Run,Total,Competition,Year,Swim_sec,Bike_sec,Run_sec,Total_sec
1126,1126,986,171,Bernhard Duerrmeier,1365,M40-44,USA,00:40:32,06:18:19,05:32:21,12:51:13,Overall Results,Ironman California 2023,2432.0,22699.0,19941,46273
1127,1127,141,19,Emily Ricketts,939,F45-49,USA,00:48:29,06:22:05,05:18:20,12:51:18,Overall Results,Ironman California 2023,2909.0,22925.0,19100,46278
1128,1128,987,172,Charles Elliott,571,M40-44,USA,00:55:21,06:39:05,04:49:00,12:51:22,Overall Results,Ironman California 2023,3321.0,23945.0,17340,46282
1129,1129,142,22,Alex Chudik,2138,F30-34,USA,00:47:08,06:37:57,05:04:40,12:51:49,Overall Results,Ironman California 2023,2828.0,23877.0,18280,46309
1130,1130,988,134,Phil van Allen,794,M50-54,USA,00:49:26,06:10:22,05:26:19,12:52:02,Overall Results,Ironman California 2023,2966.0,22222.0,19579,46322
1131,1131,989,173,Craig Selby,2196,M40-44,USA,00:47:31,06:20:25,05:24:20,12:52:02,Overall Results,Ironman California 2023,2851.0,22825.0,19460,46322
1132,1132,143,28,Danielle Beck,647,F40-44,USA,00:49:25,06:14:43,05:23:10,12:52:14,Overall Results,Ironman California 2023,2965.0,22483.0,19390,46334
1133,1133,990,174,Scott Ostrander,2144,M40-44,USA,00:50:57,05:36:34,06:03:25,12:52:15,Overall Results,Ironman California 2023,3057.0,20194.0,21805,46335
1134,1134,144,29,Arlette Sunseri,1806,F40-44,USA,00:56:50,06:41:31,04:41:58,12:52:16,Overall Results,Ironman California 2023,3410.0,24091.0,16918,46336
1135,1135,991,175,Matthew Popiel,1114,M40-44,USA,00:48:08,06:39:53,05:00:36,12:52:28,Overall Results,Ironman California 2023,2888.0,23993.0,18036,46348
1136,1136,992,176,Tobin Huff,2286,M40-44,USA,00:46:16,06:06:35,05:38:55,12:52:33,Overall Results,Ironman California 2023,2776.0,21995.0,20335,46353
1137,1137,993,146,Brad Somerfield,2319,M30-34,USA,00:53:24,06:31:58,05:01:50,12:52:36,Overall Results,Ironman California 2023,3204.0,23518.0,18110,46356
1138,1138,994,163,Brian Raap,2271,M35-39,USA,00:46:56,06:04:17,05:32:49,12:52:38,Overall Results,Ironman California 2023,2816.0,21857.0,19969,46358
1139,1139,145,23,Sabrina Somarribas,1478,F30-34,USA,00:50:02,06:27:55,05:18:28,12:52:43,Overall Results,Ironman California 2023,3002.0,23275.0,19108,46363
1140,1140,995,177,Douglas Barbour,1192,M40-44,USA,00:42:13,06:19:47,05:24:57,12:53:03,Overall Results,Ironman California 2023,2533.0,22787.0,19497,46383
1141,1141,996,81,Augustine Torres,959,M55-59,USA,00:50:37,05:32:20,06:07:14,12:53:09,Overall Results,Ironman California 2023,3037.0,19940.0,22034,46389
1142,1142,997,82,Jonathan Hirsch,1910,M55-59,USA,00:51:41,07:08:33,04:20:39,12:53:20,Overall Results,Ironman California 2023,3101.0,25713.0,15639,46400
1143,1143,998,34,Juergen Korbanka,373,M60-64,USA,00:50:59,06:35:26,04:47:13,12:53:44,Overall Results,Ironman California 2023,3059.0,23726.0,17233,46424
1144,1144,999,148,Nicholas Rashid,1021,M45-49,USA,00:43:34,06:22:43,05:25:25,12:53:52,Overall Results,Ironman California 2023,2614.0,22963.0,19525,46432
1145,1145,146,20,Jana Riedmann,734,F45-49,CZE,00:52:44,06:31:10,05:01:06,12:53:56,Overall Results,Ironman California 2023,3164.0,23470.0,18066,46436
1146,1146,147,21,Nichola Kennell,1474,F25-29,CAN,00:40:27,06:56:04,05:05:25,12:54:04,Overall Results,Ironman California 2023,2427.0,24964.0,18325,46444
1147,1147,1000,135,Samuel Louie,1198,M50-54,USA,00:52:26,06:05:37,05:26:52,12:54:14,Overall Results,Ironman California 2023,3146.0,21937.0,19612,46454
1148,1148,1001,149,Chris Lotspeich,1522,M45-49,USA,00:48:53,06:29:07,05:11:21,12:54:16,Overall Results,Ironman California 2023,2933.0,23347.0,18681,46456
1149,1149,1002,147,Kendall Dekreek,372,M30-34,USA,00:52:05,06:00:04,05:18:14,12:54:31,Overall Results,Ironman California 2023,3125.0,21604.0,19094,46471
1150,1150,148,17,Kristin Overton,756,F50-54,USA,00:44:26,05:44:36,06:07:41,12:54:37,Overall Results,Ironman California 2023,2666.0,20676.0,22061,46477
1151,1151,1003,136,David Berman,1670,M50-54,USA,00:47:00,06:13:32,05:32:59,12:55:13,Overall Results,Ironman California 2023,2820.0,22412.0,19979,46513
1152,1152,149,24,Lindsay McClintock,2022,F30-34,USA,00:43:43,06:56:31,04:55:04,12:55:21,Overall Results,Ironman California 2023,2623.0,24991.0,17704,46521
1153,1153,150,30,Kelli King,1722,F40-44,USA,00:48:53,06:16:44,05:21:44,12:55:36,Overall Results,Ironman California 2023,2933.0,22604.0,19304,46536
1154,1154,1004,178,Oleksandr Zakordonskyy,1339,M40-44,UKR,00:52:48,06:04:57,05:40:20,12:55:49,Overall Results,Ironman California 2023,3168.0,21897.0,20420,46549
1155,1155,151,31,Nikki Billiard,1698,F40-44,USA,00:53:18,06:13:26,05:15:56,12:56:00,Overall Results,Ironman California 2023,3198.0,22406.0,18956,46560
1156,1156,152,10,Shana Frederickson,1014,F55-59,USA,00:50:52,06:14:31,05:28:12,12:56:04,Overall Results,Ironman California 2023,3052.0,22471.0,19692,46564
1157,1157,153,32,JC Castro,2044,F40-44,USA,00:52:43,06:16:07,05:30:37,12:56:17,Overall Results,Ironman California 2023,3163.0,22567.0,19837,46577
1158,1158,1005,150,Fernando Dizon,1391,M45-49,USA,01:03:42,06:18:28,05:02:34,12:56:18,Overall Results,Ironman California 2023,3822.0,22708.0,18154,46578
1159,1159,154,25,Jillian Gilroy,2280,F30-34,USA,00:47:14,06:30:26,05:22:28,12:56:40,Overall Results,Ironman California 2023,2834.0,23426.0,19348,46600
1160,1160,1006,179,Jorge Carvajal,1617,M40-44,CRI,01:00:15,06:13:07,05:14:35,12:56:40,Overall Results,Ironman California 2023,3615.0,22387.0,18875,46600
1161,1161,1007,164,Andrew Gai,970,M35-39,USA,00:50:54,06:36:03,04:50:54,12:57:25,Overall Results,Ironman California 2023,3054.0,23763.0,17454,46645
1162,1162,1008,137,Ramon Mendoza,2050,M50-54,USA,00:57:36,06:24:56,05:04:03,12:57:44,Overall Results,Ironman California 2023,3456.0,23096.0,18243,46664
1163,1163,155,18,Meredith McKenzie,86,F50-54,USA,00:57:58,06:44:28,04:51:06,12:57:53,Overall Results,Ironman California 2023,3478.0,24268.0,17466,46673
1164,1164,156,33,Julie Marschner,243,F40-44,USA,00:48:24,06:13:10,05:37:21,12:57:54,Overall Results,Ironman California 2023,2904.0,22390.0,20241,46674
1165,1165,157,34,Susan Sayre,388,F40-44,USA,00:59:40,22:48:54,12:58:13,12:58:13,Overall Results,Ironman California 2023,3580.0,82134.0,46693,46693
1166,1166,158,26,Tatum Tsu,136,F30-34,USA,00:51:05,06:28:42,05:16:11,12:58:16,Overall Results,Ironman California 2023,3065.0,23322.0,18971,46696
1167,1167,1009,165,Alex Sulimanov,137,M35-39,USA,00:53:33,05:59:15,05:16:11,12:58:16,Overall Results,Ironman California 2023,3213.0,21555.0,18971,46696
1168,1168,1010,138,Robert Oneill,1139,M50-54,USA,00:46:38,05:41:54,05:58:19,12:58:34,Overall Results,Ironman California 2023,2798.0,20514.0,21499,46714
1169,1169,1011,139,Michael Sarafolean,1245,M50-54,USA,00:46:47,06:14:35,05:24:17,12:58:35,Overall Results,Ironman California 2023,2807.0,22475.0,19457,46715
1170,1170,159,22,Lauren Beato,1433,F25-29,USA,00:47:34,06:32:32,05:11:14,12:58:39,Overall Results,Ironman California 2023,2854.0,23552.0,18674,46719
1171,1171,1012,151,Jon Alford,1851,M45-49,USA,00:51:10,06:26:44,05:09:57,12:58:41,Overall Results,Ironman California 2023,3070.0,23204.0,18597,46721
1172,1172,160,35,Jacqueline Beaulieu,1099,F40-44,USA,00:47:52,06:19:06,05:38:23,12:59:30,Overall Results,Ironman California 2023,2872.0,22746.0,20303,46770
1173,1173,161,11,Sherrie Linville,154,F55-59,USA,00:56:38,06:17:06,05:04:23,12:59:41,Overall Results,Ironman California 2023,3398.0,22626.0,18263,46781
1174,1174,1013,180,Tyler Slothower,1224,M40-44,USA,00:53:33,06:28:24,05:16:45,12:59:46,Overall Results,Ironman California 2023,3213.0,23304.0,19005,46786
1175,1175,1014,81,Pele Le,2100,M25-29,USA,00:51:42,06:41:06,05:07:40,12:59:47,Overall Results,Ironman California 2023,3102.0,24066.0,18460,46787
1176,1176,162,23,Shelby Kuchta,2118,F25-29,USA,00:53:22,06:49:57,04:55:58,12:59:52,Overall Results,Ironman California 2023,3202.0,24597.0,17758,46792
1177,1177,1015,181,Jake Steiner,553,M40-44,USA,00:46:47,06:15:37,05:18:16,12:59:53,Overall Results,Ironman California 2023,2807.0,22537.0,19096,46793
1178,1178,1016,182,Sahand Izadi,2228,M40-44,USA,00:48:42,06:35:25,05:12:13,12:59:56,Overall Results,Ironman California 2023,2922.0,23725.0,18733,46796
1179,1179,1017,166,Tyler Garner,25,M35-39,USA,00:56:16,07:52:48,03:28:26,13:00:03,Overall Results,Ironman California 2023,3376.0,28368.0,12506,46803
1180,1180,1018,148,Patrick Claybaugh,1244,M30-34,USA,00:53:37,06:08:01,05:39:17,13:00:04,Overall Results,Ironman California 2023,3217.0,22081.0,20357,46804
1181,1181,1019,140,Joe Gong,1442,M50-54,USA,01:01:36,06:03:57,05:29:37,13:00:19,Overall Results,Ironman California 2023,3696.0,21837.0,19777,46819
1182,1182,1020,141,Ian Quist,607,M50-54,CAN,00:45:54,06:07:53,05:46:20,13:00:54,Overall Results,Ironman California 2023,2754.0,22073.0,20780,46854
1183,1183,1021,152,Jaime Farinos,2143,M45-49,ESP,00:52:05,06:40:33,05:00:57,13:00:57,Overall Results,Ironman California 2023,3125.0,24033.0,18057,46857
1184,1184,1022,35,Paul Connelly,1796,M60-64,USA,01:00:44,06:41:25,04:48:29,13:01:16,Overall Results,Ironman California 2023,3644.0,24085.0,17309,46876
1185,1185,1023,142,Michael Hollerich,1402,M50-54,USA,00:50:42,05:53:37,05:46:10,13:01:17,Overall Results,Ironman California 2023,3042.0,21217.0,20770,46877
1186,1186,1024,167,Kyle Hardersen,452,M35-39,USA,00:41:47,06:25:51,05:31:47,13:01:27,Overall Results,Ironman California 2023,2507.0,23151.0,19907,46887
1187,1187,163,22,Lynette Talbott,1746,F35-39,USA,00:43:48,06:25:38,05:21:57,13:01:47,Overall Results,Ironman California 2023,2628.0,23138.0,19317,46907
1188,1188,164,12,Jami Callahan-Brill,302,F55-59,USA,00:46:16,06:29:50,05:21:08,13:02:13,Overall Results,Ironman California 2023,2776.0,23390.0,19268,46933
1189,1189,165,36,Meghan Dughi,797,F40-44,USA,00:54:57,06:26:12,05:11:23,13:02:31,Overall Results,Ironman California 2023,3297.0,23172.0,18683,46951
1190,1190,166,19,Melody Daily,1009,F50-54,USA,00:50:41,06:16:35,05:27:37,13:02:50,Overall Results,Ironman California 2023,3041.0,22595.0,19657,46970
1191,1191,1025,24,Logan Conners,2081,M18-24,USA,00:52:20,06:16:57,05:26:02,13:03:09,Overall Results,Ironman California 2023,3140.0,22617.0,19562,46989
1192,1192,1026,168,Sa Yang,866,M35-39,USA,00:54:43,06:13:49,05:32:41,13:03:17,Overall Results,Ironman California 2023,3283.0,22429.0,19961,46997
1193,1193,167,23,Jade Elkind,998,F35-39,USA,00:50:21,06:23:05,05:26:23,13:03:21,Overall Results,Ironman California 2023,3021.0,22985.0,19583,47001
1194,1194,168,37,Aracely Cardenas,1550,F40-44,MEX,00:54:40,06:40:43,05:06:05,13:03:24,Overall Results,Ironman California 2023,3280.0,24043.0,18365,47004
1195,1195,1027,169,Timothy Jen,1996,M35-39,USA,00:48:41,06:09:35,05:43:03,13:03:25,Overall Results,Ironman California 2023,2921.0,22175.0,20583,47005
1196,1196,1028,83,Chris Folmar,1376,M55-59,USA,00:51:30,06:35:19,05:03:36,13:03:44,Overall Results,Ironman California 2023,3090.0,23719.0,18216,47024
1197,1197,169,38,Kristina Cromer,2210,F40-44,USA,00:52:42,06:35:07,05:07:34,13:03:55,Overall Results,Ironman California 2023,3162.0,23707.0,18454,47035
1198,1198,170,39,Maribella Alvarez Rodriguez,929,F40-44,MEX,00:52:49,06:24:11,05:21:07,13:04:05,Overall Results,Ironman California 2023,3169.0,23051.0,19267,47045
1199,1199,1029,183,Mykhailo Mozhaiev,2206,M40-44,UKR,00:50:14,07:50:29,04:05:50,13:04:22,Overall Results,Ironman California 2023,3014.0,28229.0,14750,47062
1200,1200,1030,143,Michael Poon,746,M50-54,USA,00:59:51,06:14:49,05:29:31,13:04:24,Overall Results,Ironman California 2023,3591.0,22489.0,19771,47064
1201,1201,1031,184,Jake Topping,1200,M40-44,USA,00:47:35,06:14:42,05:32:40,13:04:28,Overall Results,Ironman California 2023,2855.0,22482.0,19960,47068
1202,1202,1032,185,Rush Go,2065,M40-44,PHL,01:01:37,05:53:40,05:45:14,13:04:30,Overall Results,Ironman California 2023,3697.0,21220.0,20714,47070
1203,1203,1033,186,Chad McDaniel,1358,M40-44,USA,00:49:14,06:30:12,05:16:31,13:04:47,Overall Results,Ironman California 2023,2954.0,23412.0,18991,47087
1204,1204,1034,84,Will Workman,2075,M55-59,USA,00:48:30,05:56:39,05:56:38,13:04:50,Overall Results,Ironman California 2023,2910.0,21399.0,21398,47090
1205,1205,1035,149,Mat Cohen,2374,M30-34,USA,00:50:29,06:40:38,05:14:33,13:05:00,Overall Results,Ironman California 2023,3029.0,24038.0,18873,47100
1206,1206,1036,170,Marco Estrada,1604,M35-39,USA,00:49:46,06:16:05,05:36:29,13:05:15,Overall Results,Ironman California 2023,2986.0,22565.0,20189,47115
1207,1207,171,24,Nichole Backus,674,F25-29,USA,00:47:11,07:05:58,04:53:29,13:05:33,Overall Results,Ironman California 2023,2831.0,25558.0,17609,47133
1208,1208,1037,153,Michael Tran,1609,M45-49,USA,00:48:58,06:17:16,05:13:09,13:05:41,Overall Results,Ironman California 2023,2938.0,22636.0,18789,47141
1209,1209,1038,36,Rich Kokesh,990,M60-64,USA,00:46:51,06:17:09,05:39:30,13:06:20,Overall Results,Ironman California 2023,2811.0,22629.0,20370,47180
1210,1210,172,20,Chengli Zhang,1801,F50-54,CAN,00:56:20,06:31:09,05:08:42,13:06:21,Overall Results,Ironman California 2023,3380.0,23469.0,18522,47181
1211,1211,1039,187,Luis Fernando,2128,M40-44,ECU,00:51:08,06:39:56,05:16:46,13:06:24,Overall Results,Ironman California 2023,3068.0,23996.0,19006,47184
1212,1212,1040,150,Gustavo Bueno,1231,M30-34,USA,00:57:14,06:21:42,05:22:16,13:06:24,Overall Results,Ironman California 2023,3434.0,22902.0,19336,47184
1213,1213,173,27,Krystal Alexander,702,F30-34,USA,00:50:12,06:35:36,05:09:42,13:06:57,Overall Results,Ironman California 2023,3012.0,23736.0,18582,47217
1214,1214,174,13,Jacquie Andersen,193,F55-59,USA,00:46:19,06:32:33,05:26:22,13:07:00,Overall Results,Ironman California 2023,2779.0,23553.0,19582,47220
1215,1215,1041,37,David Lott,1154,M60-64,USA,00:45:52,06:12:21,05:38:00,13:07:06,Overall Results,Ironman California 2023,2752.0,22341.0,20280,47226
1216,1216,1042,82,Austin Benavides,1945,M25-29,USA,00:58:35,06:48:25,04:40:41,13:07:06,Overall Results,Ironman California 2023,3515.0,24505.0,16841,47226
1217,1217,1043,85,Samuel Calavitta,983,M55-59,USA,00:48:00,06:33:38,05:17:43,13:07:22,Overall Results,Ironman California 2023,2880.0,23618.0,19063,47242
1218,1218,1044,144,Wade Tagg,1713,M50-54,USA,00:49:24,06:37:48,05:10:18,13:07:33,Overall Results,Ironman California 2023,2964.0,23868.0,18618,47253
1219,1219,175,14,Julie Saadus,1793,F55-59,USA,00:56:10,06:42:25,05:01:37,13:07:39,Overall Results,Ironman California 2023,3370.0,24145.0,18097,47259
1220,1220,1045,145,William Brown,1132,M50-54,USA,00:47:03,06:05:03,05:49:44,13:07:52,Overall Results,Ironman California 2023,2823.0,21903.0,20984,47272
1221,1221,1046,151,Esfandiar Beikmohammadi,2305,M30-34,USA,00:57:11,07:01:46,04:40:51,13:07:54,Overall Results,Ironman California 2023,3431.0,25306.0,16851,47274
1222,1222,176,7,Zoe Silver,2197,F18-24,USA,00:54:49,06:25:43,05:18:45,13:08:03,Overall Results,Ironman California 2023,3289.0,23143.0,19125,47283
1223,1223,177,25,Rebecca Arturo,1323,F25-29,USA,00:47:52,06:15:00,05:45:39,13:08:24,Overall Results,Ironman California 2023,2872.0,22500.0,20739,47304
1224,1224,1047,152,Blake Pepper-Tunick,1516,M30-34,USA,00:47:16,06:26:48,05:28:11,13:08:30,Overall Results,Ironman California 2023,2836.0,23208.0,19691,47310
1225,1225,178,21,Claudia Orozco,838,F50-54,GTM,00:54:12,06:40:30,05:14:26,13:08:48,Overall Results,Ironman California 2023,3252.0,24030.0,18866,47328
1226,1226,179,3,Sara Freeny,1068,F60-64,USA,00:44:13,06:01:14,06:02:21,13:08:49,Overall Results,Ironman California 2023,2653.0,21674.0,21741,47329
1227,1227,180,8,Emma Meyer,1490,F18-24,USA,00:50:23,06:57:20,04:47:17,13:08:52,Overall Results,Ironman California 2023,3023.0,25040.0,17237,47332
1228,1228,1048,154,Boris Schubert,410,M45-49,USA,00:50:35,06:09:13,05:43:38,13:08:59,Overall Results,Ironman California 2023,3035.0,22153.0,20618,47339
1229,1229,181,24,Alyssa Retsel,660,F35-39,USA,00:52:05,06:25:07,05:22:44,13:09:02,Overall Results,Ironman California 2023,3125.0,23107.0,19364,47342
1230,1230,1049,83,Philip Hartman,2373,M25-29,USA,00:52:41,06:50:15,05:00:14,13:09:15,Overall Results,Ironman California 2023,3161.0,24615.0,18014,47355
1231,1231,1050,84,Gabriel Urreola,394,M25-29,USA,00:50:07,06:59:59,04:58:39,13:09:15,Overall Results,Ironman California 2023,3007.0,25199.0,17919,47355
1232,1232,1051,146,Stephen Sargeant,1705,M50-54,CAN,00:57:51,05:45:18,05:55:53,13:09:20,Overall Results,Ironman California 2023,3471.0,20718.0,21353,47360
1233,1233,1052,171,Carter Todd,1007,M35-39,USA,00:49:42,06:23:07,05:32:40,13:09:32,Overall Results,Ironman California 2023,2982.0,22987.0,19960,47372
1234,1234,1053,86,Christopher Bloor,799,M55-59,USA,00:53:52,06:18:46,05:33:25,13:09:41,Overall Results,Ironman California 2023,3232.0,22726.0,20005,47381
1235,1235,182,21,Shannon Hanley,1477,F45-49,USA,00:57:49,06:15:19,05:23:01,13:09:53,Overall Results,Ironman California 2023,3469.0,22519.0,19381,47393
1236,1236,1054,153,Jason Kostrna,1485,M30-34,USA,00:45:15,06:19:36,05:36:44,13:10:11,Overall Results,Ironman California 2023,2715.0,22776.0,20204,47411
1237,1237,1055,188,Dustin Romero,1968,M40-44,USA,00:49:22,05:54:02,06:07:47,13:10:15,Overall Results,Ironman California 2023,2962.0,21242.0,22067,47415
1238,1238,1056,87,Bill Komar,2157,M55-59,USA,00:49:08,06:39:20,05:16:01,13:10:25,Overall Results,Ironman California 2023,2948.0,23960.0,18961,47425
1239,1239,1057,85,Ryan Fitzpatrick,801,M25-29,USA,00:37:18,06:29:58,05:32:22,13:10:40,Overall Results,Ironman California 2023,2238.0,23398.0,19942,47440
1240,1240,1058,88,Faris Daoud,1331,M55-59,USA,00:51:34,06:32:33,05:18:39,13:10:43,Overall Results,Ironman California 2023,3094.0,23553.0,19119,47443
1241,1241,183,40,Cindy Wang,827,F40-44,USA,00:59:50,06:19:59,05:24:05,13:11:09,Overall Results,Ironman California 2023,3590.0,22799.0,19445,47469
1242,1242,1059,172,Jaime Caraveo,671,M35-39,USA,01:03:03,06:13:44,05:12:28,13:11:13,Overall Results,Ironman California 2023,3783.0,22424.0,18748,47473
1243,1243,1060,147,Lyle Silsby,1554,M50-54,USA,00:51:31,06:51:55,04:56:55,13:11:15,Overall Results,Ironman California 2023,3091.0,24715.0,17815,47475
1244,1244,1061,86,Daniel Salib,1986,M25-29,USA,00:53:18,06:13:50,05:44:19,13:11:26,Overall Results,Ironman California 2023,3198.0,22430.0,20659,47486
1245,1245,1062,2,Larry Smith,932,M70-74,USA,00:47:02,06:31:25,05:36:24,13:11:35,Overall Results,Ironman California 2023,2822.0,23485.0,20184,47495
1246,1246,1063,87,Eric Chiem,1763,M25-29,USA,00:49:46,05:59:38,06:00:22,13:11:48,Overall Results,Ironman California 2023,2986.0,21578.0,21622,47508
1247,1247,1064,173,Santiago Garcia,1707,M35-39,DOM,00:50:48,06:14:37,05:45:43,13:11:51,Overall Results,Ironman California 2023,3048.0,22477.0,20743,47511
1248,1248,184,41,Jude Sinsuan,2020,F40-44,USA,00:57:10,06:41:04,05:13:09,13:12:00,Overall Results,Ironman California 2023,3430.0,24064.0,18789,47520
1249,1249,1065,155,James Arellano,875,M45-49,USA,00:54:52,07:01:33,04:46:47,13:12:09,Overall Results,Ironman California 2023,3292.0,25293.0,17207,47529
1250,1250,1066,154,Taylor Massicotte,1291,M30-34,CAN,00:49:30,06:33:03,05:16:56,13:12:09,Overall Results,Ironman California 2023,2970.0,23583.0,19016,47529
1251,1251,1067,156,Russell Metteer,2183,M45-49,USA,01:00:12,06:17:58,05:27:08,13:12:13,Overall Results,Ironman California 2023,3612.0,22678.0,19628,47533
1252,1252,1068,148,Ronald Ronald,2172,M50-54,PHL,00:56:58,06:30:32,05:15:43,13:12:25,Overall Results,Ironman California 2023,3418.0,23432.0,18943,47545
1253,1253,1069,6,Gordon Barkley,1936,M65-69,CAN,00:51:32,06:37:50,05:12:28,13:12:26,Overall Results,Ironman California 2023,3092.0,23870.0,18748,47546
1254,1254,1070,174,Aldo Santana,2037,M35-39,USA,00:51:44,06:13:33,05:28:14,13:12:28,Overall Results,Ironman California 2023,3104.0,22413.0,19694,47548
1255,1255,1071,149,Armando Rousseau,2295,M50-54,USA,00:52:18,06:46:31,05:10:40,13:12:53,Overall Results,Ironman California 2023,3138.0,24391.0,18640,47573
1256,1256,185,22,Kristi Reinhardt,1498,F45-49,CAN,00:48:54,06:58:55,05:01:10,13:12:58,Overall Results,Ironman California 2023,2934.0,25135.0,18070,47578
1257,1257,1072,89,Mike Shaffer,1902,M55-59,USA,00:46:29,06:26:43,05:31:09,13:13:03,Overall Results,Ironman California 2023,2789.0,23203.0,19869,47583
1258,1258,1073,150,Michael Howard,1494,M50-54,USA,00:56:20,06:22:32,05:29:28,13:13:09,Overall Results,Ironman California 2023,3380.0,22952.0,19768,47589
